 Year,      Years (),   2018.0,   2019.0,   2020.0,   2021.0,   2022.0,   2023.0,   2024.0,   2025.0
   SP,     Events (Million),     10.9,     19.4,      6.5,      6.5,      0.0,      0.0,      0.0,      0.0
  SP2,     Events (Million),      0.0,      0.0,      0.0,      0.0,     20.0,     43.5,     20.0,      0.0
   DP,     Events (Million),      0.0,      0.5,      0.9,      2.0,      0.0,      0.0,      0.0,      0.0
 PDVD,     Events (Million),      0.0,      0.0,      0.0,      0.0,      5.0,     10.0,     10.0,      0.0
   HD,     Events (Million),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   VD,     Events (Million),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   ND,     Events (Million),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   SP,       Test (PB),      0.2,      0.6,      0.5,      0.0,      0.0,      0.0,      0.0,      0.0
  SP2,       Test (PB),      0.0,      0.0,      0.0,      0.5,      2.0,      2.0,      0.5,      0.5
   DP,       Test (PB),      0.0,      0.0,      0.5,      0.2,      0.2,      0.2,      0.5,      0.5
 PDVD,       Test (PB),      0.0,      0.0,      0.0,      0.0,      0.2,      0.2,      0.2,      0.0
   HD,       Test (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   VD,       Test (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   ND,       Test (PB),      0.0,      0.0,      0.0,      0.0,      0.3,      0.3,      0.3,      0.3
   SP, Sim Events (M),      1.2,      5.0,      5.0,     10.0,      5.0,      0.0,      0.0,      0.0
  SP2, Sim Events (M),      0.0,      0.0,      0.0,      0.0,      5.0,     15.0,     15.0,     15.0
   DP, Sim Events (M),      1.2,      5.0,      5.0,      5.0,      5.0,      5.0,      5.0,      5.0
 PDVD, Sim Events (M),      0.0,      0.0,      0.0,      0.0,      5.0,      5.0,      5.0,      5.0
   HD, Sim Events (M),      0.0,      0.0,      0.0,      0.0,      0.0,      1.0,      1.0,      5.0
   VD, Sim Events (M),      0.0,      0.0,      0.0,      0.0,      0.0,      2.5,      2.1,      2.1
   ND, Sim Events (M),      0.0,      0.0,     10.0,     25.0,     10.0,     10.0,     10.0,     10.0
   SP,        Raw (PB),      0.8,      1.4,      0.5,      0.5,      0.0,      0.0,      0.0,      0.0
  SP2,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      2.8,      6.1,      2.8,      0.0
   DP,        Raw (PB),      0.0,      0.1,      0.1,      0.2,      0.0,      0.0,      0.0,      0.0
 PDVD,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      0.6,      1.1,      1.1,      0.0
   HD,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   VD,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   ND,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   SP,        CPU (MHr),      1.8,      5.1,      6.1,      5.4,      2.2,      1.1,      0.0,      0.0
  SP2,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      3.0,      9.5,     12.5,      9.5
   DP,        CPU (MHr),      0.0,      0.1,      0.2,      0.6,      0.5,      0.3,      0.0,      0.0
 PDVD,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.8,      2.5,      4.2,      3.3
   HD,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   VD,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   ND,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   SP,    Sim-CPU (MHr),      0.9,      3.8,      3.8,      7.5,      3.8,      0.0,      0.0,      0.0
  SP2,    Sim-CPU (MHr),      0.0,      0.0,      0.0,      0.0,      3.8,     11.2,     11.2,     11.2
   DP,    Sim-CPU (MHr),      0.9,      3.8,      3.8,      3.8,      3.8,      3.8,      3.8,      3.8
 PDVD,    Sim-CPU (MHr),      0.0,      0.0,      0.0,      0.0,      3.8,      3.8,      3.8,      3.8
   HD,    Sim-CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      0.8,      0.8,      3.8
   VD,    Sim-CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      1.9,      1.6,      1.6
   ND,    Sim-CPU (MHr),      0.0,      0.0,      1.2,      3.0,      1.2,      1.2,      1.2,      1.2
   SP,       Reco (PB),      0.4,      1.1,      1.3,      1.1,      0.5,      0.2,      0.0,      0.0
  SP2,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.7,      2.2,      2.9,      2.2
   DP,       Reco (PB),      0.0,      0.0,      0.0,      0.1,      0.1,      0.0,      0.0,      0.0
 PDVD,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.1,      0.3,      0.5,      0.4
   HD,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   VD,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   ND,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   SP,        Sim (PB),      0.3,      1.1,      1.1,      2.2,      1.1,      0.0,      0.0,      0.0
  SP2,        Sim (PB),      0.0,      0.0,      0.0,      0.0,      1.1,      3.3,      3.3,      3.3
   DP,        Sim (PB),      0.3,      1.1,      1.1,      1.1,      1.1,      1.1,      1.1,      1.1
 PDVD,        Sim (PB),      0.0,      0.0,      0.0,      0.0,      1.1,      1.1,      1.1,      1.1
   HD,        Sim (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.2,      0.2,      1.0
   VD,        Sim (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.5,      0.4,      0.4
   ND,        Sim (PB),      0.0,      0.0,      0.5,      1.2,      0.5,      0.5,      0.5,      0.5
ProtoDUNE,     Events (Million),     10.9,     19.9,      7.4,      8.5,     25.0,     53.5,     30.0,      0.0
ProtoDUNE,       Test (PB),      0.2,      0.6,      1.0,      0.7,      2.5,      2.5,      1.2,      1.0
ProtoDUNE, Sim Events (M),      2.5,     10.0,     10.0,     15.0,     20.0,     25.0,     25.0,     25.0
ProtoDUNE,        Raw (PB),      0.8,      1.4,      0.6,      0.7,      3.4,      7.2,      3.9,      0.0
ProtoDUNE,        CPU (MHr),      1.8,      5.1,      6.4,      6.0,      6.5,     13.4,     16.7,     12.9
ProtoDUNE,    Sim-CPU (MHr),      1.9,      7.5,      7.5,     11.2,     15.0,     18.8,     18.8,     18.8
ProtoDUNE,       Reco (PB),      0.4,      1.1,      1.3,      1.2,      1.3,      2.8,      3.4,      2.6
ProtoDUNE,        Sim (PB),      0.6,      2.2,      2.2,      3.3,      4.4,      5.5,      5.5,      5.5
   FD,     Events (Million),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   FD,       Test (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   FD, Sim Events (M),      0.0,      0.0,      0.0,      0.0,      0.0,      3.5,      3.1,      7.1
   FD,        Raw (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   FD,        CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   FD,    Sim-CPU (MHr),      0.0,      0.0,      0.0,      0.0,      0.0,      2.6,      2.3,      5.3
   FD,       Reco (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
   FD,        Sim (PB),      0.0,      0.0,      0.0,      0.0,      0.0,      0.7,      0.6,      1.4
Analysis,  Total-CPU (MHr),      3.7,     12.6,     15.1,     20.2,     22.7,     36.0,     39.0,     38.1
Total,     Events (Million),     10.9,     19.9,      7.4,      8.5,     25.0,     53.5,     30.0,      0.0
Total,       Test (PB),      0.2,      0.6,      1.0,      0.7,      2.8,      2.8,      1.5,      1.3
Total, Sim Events (M),      2.5,     10.0,     20.0,     40.0,     30.0,     38.5,     38.1,     42.1
Total,        Raw (PB),      0.8,      1.4,      0.6,      0.7,      3.4,      7.2,      3.9,      0.0
Total,    Sim-CPU (MHr),      1.9,      7.5,      8.7,     14.2,     16.2,     22.6,     22.3,     25.3
Total,       Reco (PB),      0.4,      1.1,      1.3,      1.2,      1.3,      2.8,      3.4,      2.6
Total,        Sim (PB),      0.6,      2.2,      2.7,      4.6,      4.9,      6.7,      6.6,      7.4
Total,  Total-CPU (MHr),      7.4,     25.3,     30.1,     40.4,     45.4,     72.0,     77.9,     76.3
Total,      Cores (2020 Vintage Cores),   1204.2,   4120.8,   4914.5,   6594.2,   7398.6,  11747.4,  12709.6,  12437.7
Total,     SPEC06 (kSPEC06),     13.2,     45.3,     54.1,     72.5,     81.4,    129.2,    139.8,    136.8
Total,       WALL (MWallHr),     10.5,     36.1,     43.1,     57.8,     64.8,    102.9,    111.3,    109.0
Tape Copies,        Raw (PB),      1.5,      2.8,      1.1,      1.4,      6.7,     14.4,      7.8,      0.0
Disk Copies,        Raw (PB),      0.8,      1.4,      0.6,      0.7,      3.4,      7.2,      3.9,      0.0
Cumulative Disk,        Raw (PB),      0.8,      1.4,      0.6,      0.7,      3.4,      7.2,      3.9,      0.0
Cumulative Tape,        Raw (PB),      1.5,      4.4,      5.5,      6.8,     13.5,     27.9,     35.7,     35.7
Tape Copies,       Test (PB),      0.2,      0.6,      1.0,      0.7,      2.8,      2.8,      1.5,      1.3
Disk Copies,       Test (PB),      0.1,      0.3,      0.5,      0.4,      1.4,      1.4,      0.8,      0.7
Cumulative Disk,       Test (PB),      0.0,      0.2,      0.2,      0.2,      0.7,      0.7,      0.4,      0.3
Cumulative Tape,       Test (PB),      0.1,      0.3,      0.5,      0.4,      1.4,      1.4,      0.8,      0.7
Tape Copies,       Reco (PB),      0.4,      1.1,      1.3,      1.2,      1.3,      2.8,      3.4,      2.6
Disk Copies,       Reco (PB),      0.8,      2.1,      2.6,      2.4,      2.6,      5.6,      6.8,      5.2
Cumulative Disk,       Reco (PB),      0.8,      2.9,      4.8,      5.0,      5.0,      8.2,     12.4,     12.1
Cumulative Tape,       Reco (PB),      0.4,      1.5,      2.8,      4.0,      5.3,      8.1,     11.5,     14.1
Tape Copies,        Sim (PB),      0.6,      2.2,      2.7,      4.6,      4.9,      6.7,      6.6,      7.4
Disk Copies,        Sim (PB),      1.1,      4.4,      5.4,      9.1,      9.8,     13.4,     13.2,     14.8
Cumulative Disk,        Sim (PB),      1.1,      5.5,      9.8,     14.5,     18.9,     23.2,     26.6,     28.1
Cumulative Tape,        Sim (PB),      0.6,      2.8,      5.5,     10.0,     14.9,     21.6,     28.2,     35.6
Cumulative Tape,        All (PB),      2.5,      8.9,     14.2,     21.1,     35.1,     58.9,     76.2,     86.1
Cumulative Disk,        All (PB),      2.7,     10.0,     15.4,     20.4,     28.0,     39.3,     43.3,     40.5
